index,id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,churn,age_group,hasloan,camp_success,month_num,quarter,churn_cat
22019,id_42588,44.0,housemaid,married,primary,no,-3.0,yes,no,telephone,15,jul,153.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
27727,id_39067,37.0,blue-collar,single,primary,no,369.0,yes,yes,cellular,7,jul,178.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
25661,id_36298,34.0,technician,single,tertiary,no,420.0,no,yes,cellular,14,jul,122.0,3.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
22203,id_36846,46.0,management,married,tertiary,no,4002.0,no,no,cellular,25,jul,56.0,4.0,0,0,Adult,False,False,7,Q3,UnSubscribed
4510,id_15422,24.0,management,single,tertiary,no,36.0,no,yes,cellular,8,jul,270.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
22200,id_39327,51.0,admin.,divorced,secondary,no,773.0,no,no,cellular,28,jul,78.0,2.0,4,0,Adult,False,False,7,Q3,UnSubscribed
22021,id_19920,56.0,services,married,secondary,no,3549.0,yes,yes,cellular,31,jul,260.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
22207,id_29252,50.0,entrepreneur,married,tertiary,yes,-468.0,no,no,cellular,8,jul,526.0,1.0,0,1,Adult,False,True,7,Q3,Subscribed
4508,id_43348,44.0,blue-collar,married,secondary,no,-212.0,yes,no,cellular,28,jul,423.0,3.0,0,0,Adult,True,False,7,Q3,UnSubscribed
22023,id_18962,56.0,admin.,married,primary,no,384.0,no,no,cellular,9,jul,124.0,2.0,0,0,Adult,False,False,7,Q3,UnSubscribed
27724,id_13996,41.0,services,married,primary,no,814.0,yes,yes,cellular,29,jul,129.0,3.0,0,0,Adult,True,False,7,Q3,UnSubscribed
4370,id_19763,55.0,management,married,tertiary,no,33.0,no,yes,cellular,16,jul,285.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
10490,id_21876,54.0,admin.,married,secondary,no,688.0,no,no,cellular,30,jul,562.0,2.0,0,0,Adult,False,False,7,Q3,UnSubscribed
4372,id_16723,44.0,blue-collar,married,secondary,no,2299.0,no,no,telephone,31,jul,13.0,4.0,0,0,Adult,False,False,7,Q3,UnSubscribed
4376,id_23212,34.0,services,divorced,secondary,no,84.0,yes,no,cellular,10,jul,240.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
6703,id_40146,28.0,services,single,secondary,no,1.0,yes,no,cellular,11,jul,317.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
22197,id_38467,29.0,services,single,secondary,yes,-312.0,no,no,cellular,18,jul,96.0,1.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
4507,id_24007,48.0,management,married,tertiary,no,2892.0,no,no,telephone,29,jul,249.0,12.0,0,0,Adult,False,False,7,Q3,UnSubscribed
24851,id_31105,49.0,management,married,secondary,no,3179.0,yes,no,cellular,9,jul,402.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
24850,id_40441,32.0,self-employed,married,tertiary,no,865.0,no,no,cellular,10,jul,45.0,1.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
10668,id_12946,48.0,blue-collar,married,primary,no,-158.0,no,yes,telephone,25,jul,105.0,11.0,0,0,Adult,True,False,7,Q3,UnSubscribed
4368,id_23535,40.0,technician,divorced,tertiary,no,7191.0,yes,no,cellular,29,jul,391.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
4363,id_3471,27.0,management,married,tertiary,no,2726.0,yes,no,cellular,24,jul,236.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
10485,id_25423,43.0,management,married,tertiary,no,7152.0,yes,no,cellular,31,jul,392.0,3.0,0,0,Adult,True,False,7,Q3,UnSubscribed
22012,id_24749,24.0,technician,single,secondary,no,3378.0,no,no,cellular,24,jul,830.0,5.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
27754,id_17934,28.0,technician,married,secondary,no,-32.0,no,no,cellular,7,jul,543.0,1.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
27753,id_28080,53.0,blue-collar,divorced,primary,no,7.0,no,no,cellular,8,jul,230.0,1.0,0,0,Adult,False,False,7,Q3,UnSubscribed
4328,id_14897,57.0,entrepreneur,married,unknown,no,20587.0,no,no,telephone,31,jul,28.0,2.0,0,0,Adult,False,False,7,Q3,UnSubscribed
6712,id_1815,54.0,blue-collar,married,secondary,no,1024.0,no,no,cellular,23,jul,62.0,1.0,0,0,Adult,False,False,7,Q3,UnSubscribed
10471,id_34156,34.0,technician,single,secondary,no,351.0,yes,no,cellular,24,jul,939.0,6.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
7524,id_43917,30.0,admin.,single,secondary,no,-547.0,yes,yes,cellular,28,jul,77.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
10473,id_40536,53.0,blue-collar,married,secondary,no,-196.0,no,yes,cellular,16,jul,425.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
27584,id_5407,48.0,blue-collar,married,secondary,no,-727.0,yes,no,cellular,15,jul,408.0,4.0,0,0,Adult,True,False,7,Q3,UnSubscribed
10687,id_12717,39.0,technician,single,tertiary,no,20.0,no,no,cellular,8,jul,275.0,1.0,0,0,Adult,False,False,7,Q3,UnSubscribed
10477,id_20522,30.0,blue-collar,single,secondary,yes,3.0,no,yes,cellular,10,jul,164.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
10478,id_6132,23.0,services,single,primary,no,181.0,yes,yes,cellular,28,jul,323.0,4.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
10686,id_8722,47.0,admin.,divorced,secondary,no,1700.0,no,yes,cellular,29,jul,201.0,4.0,0,0,Adult,True,False,7,Q3,UnSubscribed
4335,id_3240,33.0,technician,single,tertiary,no,130.0,yes,no,cellular,16,jul,126.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
4337,id_11435,49.0,services,divorced,secondary,no,27.0,yes,no,cellular,16,jul,128.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
7630,id_39204,40.0,technician,married,secondary,no,301.0,yes,yes,cellular,10,jul,60.0,4.0,0,0,Adult,True,False,7,Q3,UnSubscribed
27743,id_14596,48.0,blue-collar,married,secondary,no,4043.0,no,no,cellular,7,jul,327.0,3.0,0,0,Adult,False,False,7,Q3,UnSubscribed
22001,id_7400,37.0,technician,single,secondary,yes,-1.0,no,no,cellular,25,jul,60.0,3.0,0,0,Adult,False,False,7,Q3,UnSubscribed
25662,id_11920,37.0,blue-collar,divorced,secondary,no,146.0,no,no,cellular,29,jul,716.0,4.0,0,0,Adult,False,False,7,Q3,UnSubscribed
22004,id_22786,30.0,blue-collar,single,secondary,no,1029.0,no,no,cellular,5,jul,188.0,4.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
4350,id_25279,40.0,admin.,married,secondary,no,1339.0,yes,no,cellular,24,jul,459.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
4519,id_26346,58.0,management,married,primary,no,19.0,no,no,cellular,7,jul,117.0,1.0,0,0,Adult,False,False,7,Q3,UnSubscribed
10678,id_17055,41.0,blue-collar,divorced,unknown,no,21.0,no,yes,cellular,8,jul,494.0,5.0,0,0,Adult,True,False,7,Q3,UnSubscribed
6706,id_5506,50.0,blue-collar,married,primary,no,860.0,yes,yes,telephone,28,jul,44.0,7.0,0,0,Adult,True,False,7,Q3,UnSubscribed
7540,id_13069,56.0,retired,married,tertiary,no,1638.0,no,yes,cellular,18,jul,224.0,7.0,0,0,Adult,True,False,7,Q3,UnSubscribed
4516,id_33173,52.0,technician,divorced,secondary,no,553.0,yes,no,cellular,11,jul,431.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
27735,id_37465,36.0,management,married,tertiary,no,96.0,no,no,cellular,12,jul,259.0,2.0,7,1,Adult,False,True,7,Q3,Subscribed
10676,id_15489,62.0,unknown,single,primary,no,46.0,no,no,telephone,21,jul,447.0,6.0,0,0,Senior,False,False,7,Q3,UnSubscribed
6714,id_31578,49.0,management,married,tertiary,no,5608.0,no,no,cellular,20,jul,245.0,3.0,0,0,Adult,False,False,7,Q3,UnSubscribed
24016,id_99,51.0,management,married,tertiary,no,753.0,no,no,telephone,29,jul,230.0,5.0,4,1,Adult,False,True,7,Q3,Subscribed
4085,id_24212,26.0,management,single,secondary,no,843.0,no,no,cellular,12,jul,135.0,2.0,1,0,Young Adult,False,False,7,Q3,UnSubscribed
4185,id_30299,30.0,entrepreneur,single,secondary,no,379.0,yes,no,cellular,18,jul,575.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
11413,id_38862,52.0,management,married,tertiary,no,1596.0,no,yes,cellular,21,jul,293.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
3741,id_12242,32.0,management,married,tertiary,no,793.0,yes,yes,cellular,9,jul,1027.0,1.0,0,1,Young Adult,True,True,7,Q3,Subscribed
21314,id_12405,33.0,admin.,married,secondary,no,1129.0,yes,no,cellular,23,jul,248.0,5.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
21313,id_22970,34.0,technician,married,tertiary,no,57.0,no,no,cellular,23,jul,79.0,2.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
21312,id_16948,33.0,management,married,tertiary,no,95.0,no,no,cellular,30,jul,731.0,4.0,0,1,Young Adult,False,True,7,Q3,Subscribed
28250,id_14217,59.0,blue-collar,divorced,primary,no,993.0,no,no,cellular,20,jul,119.0,2.0,0,0,Adult,False,False,7,Q3,UnSubscribed
28254,id_14651,40.0,services,married,primary,no,2.0,yes,no,cellular,18,jul,363.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
7148,id_8976,49.0,housemaid,married,tertiary,no,50.0,no,no,unknown,3,jul,84.0,1.0,0,0,Adult,False,False,7,Q3,UnSubscribed
6920,id_26072,46.0,services,married,primary,no,856.0,no,no,cellular,25,jul,79.0,1.0,0,0,Adult,False,False,7,Q3,UnSubscribed
25168,id_43667,49.0,entrepreneur,married,primary,no,-104.0,no,yes,cellular,10,jul,132.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11417,id_38267,44.0,technician,single,secondary,no,-59.0,no,no,cellular,16,jul,107.0,1.0,0,0,Adult,False,False,7,Q3,UnSubscribed
3734,id_36571,51.0,technician,married,secondary,no,3966.0,no,yes,cellular,29,jul,77.0,3.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11422,id_18507,33.0,services,married,secondary,yes,-224.0,yes,yes,cellular,25,jul,129.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
7140,id_9733,27.0,management,single,tertiary,yes,0.0,no,yes,cellular,8,jul,37.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
11425,id_18266,46.0,admin.,married,secondary,no,5017.0,no,no,cellular,15,jul,954.0,1.0,1,1,Adult,False,True,7,Q3,Subscribed
25376,id_40203,28.0,technician,single,tertiary,no,1222.0,yes,no,cellular,21,jul,68.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
25167,id_12468,51.0,self-employed,married,secondary,no,243.0,no,yes,cellular,14,jul,228.0,3.0,0,0,Adult,True,False,7,Q3,UnSubscribed
21298,id_43972,44.0,admin.,single,secondary,no,-97.0,yes,no,cellular,10,jul,100.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
28246,id_38461,42.0,admin.,married,secondary,no,1132.0,yes,no,cellular,7,jul,374.0,3.0,0,0,Adult,True,False,7,Q3,UnSubscribed
21323,id_11701,50.0,management,married,secondary,no,4.0,yes,yes,cellular,22,jul,49.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
25394,id_23977,27.0,blue-collar,married,secondary,no,258.0,yes,no,cellular,24,jul,143.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
25393,id_38074,28.0,services,single,secondary,no,-266.0,no,yes,cellular,10,jul,161.0,6.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
21346,id_11122,42.0,blue-collar,married,primary,no,250.0,yes,no,cellular,17,jul,181.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
28224,id_12649,26.0,admin.,married,secondary,no,236.0,yes,no,cellular,21,jul,243.0,3.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
28225,id_40157,41.0,management,married,tertiary,yes,-1172.0,yes,yes,cellular,31,jul,77.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
21340,id_29916,42.0,management,married,tertiary,no,4963.0,yes,no,cellular,30,jul,58.0,14.0,0,0,Adult,True,False,7,Q3,UnSubscribed
3758,id_37981,27.0,self-employed,single,tertiary,no,457.0,yes,no,cellular,17,jul,126.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
3747,id_31858,53.0,services,married,secondary,no,-630.0,yes,yes,cellular,31,jul,289.0,5.0,0,0,Adult,True,False,7,Q3,UnSubscribed
25390,id_29711,40.0,blue-collar,married,primary,no,514.0,yes,no,cellular,31,jul,103.0,7.0,0,0,Adult,True,False,7,Q3,UnSubscribed
25155,id_29872,31.0,blue-collar,married,primary,no,37.0,yes,no,cellular,11,jul,379.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
7160,id_33610,33.0,self-employed,married,tertiary,no,-3.0,yes,no,cellular,10,jul,95.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
25157,id_32852,40.0,unemployed,married,secondary,no,269.0,yes,no,cellular,29,jul,189.0,4.0,0,0,Adult,True,False,7,Q3,UnSubscribed
28240,id_39978,46.0,technician,married,secondary,no,971.0,no,no,cellular,7,jul,259.0,3.0,0,0,Adult,False,False,7,Q3,UnSubscribed
21326,id_32950,42.0,technician,divorced,secondary,no,1496.0,no,yes,cellular,11,jul,66.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
21325,id_34933,51.0,technician,married,secondary,no,1388.0,no,no,telephone,30,jul,31.0,4.0,0,0,Adult,False,False,7,Q3,UnSubscribed
6912,id_31072,58.0,retired,single,secondary,no,-609.0,no,yes,cellular,21,jul,158.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
3753,id_28227,61.0,admin.,divorced,tertiary,no,42.0,no,no,cellular,11,jul,64.0,1.0,0,0,Senior,False,False,7,Q3,UnSubscribed
3781,id_33881,40.0,management,married,tertiary,no,-765.0,yes,yes,cellular,11,jul,361.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
3727,id_34022,40.0,entrepreneur,married,secondary,no,555.0,yes,no,cellular,17,jul,302.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
6927,id_9533,37.0,management,married,tertiary,no,-3.0,yes,yes,cellular,17,jul,319.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11478,id_4178,29.0,technician,married,secondary,no,17.0,yes,no,cellular,28,jul,253.0,3.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
6936,id_25531,35.0,blue-collar,married,secondary,no,1582.0,yes,no,cellular,28,jul,196.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
6953,id_1098,24.0,unemployed,single,primary,no,4.0,no,yes,cellular,9,jul,917.0,2.0,0,1,Young Adult,True,True,7,Q3,Subscribed
7118,id_15386,58.0,management,married,tertiary,no,1601.0,no,no,cellular,29,jul,351.0,3.0,0,0,Adult,False,False,7,Q3,UnSubscribed
3701,id_13601,33.0,entrepreneur,married,tertiary,no,777.0,yes,yes,cellular,30,jul,64.0,3.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
21259,id_35212,60.0,entrepreneur,divorced,tertiary,no,-872.0,no,yes,cellular,9,jul,104.0,1.0,0,0,Senior,True,False,7,Q3,UnSubscribed
11485,id_35940,32.0,admin.,married,secondary,no,229.0,yes,yes,cellular,8,jul,301.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
21265,id_32323,53.0,admin.,divorced,primary,no,-4.0,no,yes,cellular,10,jul,561.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
7117,id_8260,48.0,management,married,tertiary,no,719.0,no,no,telephone,29,jul,158.0,2.0,0,0,Adult,False,False,7,Q3,UnSubscribed
3696,id_5767,32.0,services,married,secondary,no,36.0,yes,no,cellular,22,jul,164.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
3694,id_23042,45.0,unemployed,married,tertiary,no,-1.0,yes,no,cellular,10,jul,84.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
28296,id_23179,30.0,services,married,secondary,no,-594.0,no,no,cellular,7,jul,513.0,2.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
21250,id_30821,84.0,housemaid,divorced,primary,no,5944.0,no,no,cellular,30,jul,189.0,3.0,0,0,Senior,False,False,7,Q3,UnSubscribed
28297,id_43811,59.0,retired,married,unknown,yes,-116.0,no,yes,cellular,9,jul,597.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
21245,id_40338,28.0,services,married,unknown,no,-79.0,yes,no,cellular,31,jul,547.0,31.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
21244,id_42691,25.0,blue-collar,single,secondary,no,72.0,no,yes,cellular,28,jul,43.0,4.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
3699,id_9904,52.0,blue-collar,married,secondary,no,-3.0,no,yes,unknown,3,jul,119.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
3720,id_5199,24.0,technician,divorced,tertiary,no,-74.0,no,yes,unknown,1,jul,1992.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
11468,id_14407,45.0,management,married,tertiary,no,3.0,no,no,cellular,8,jul,69.0,2.0,0,0,Adult,False,False,7,Q3,UnSubscribed
25366,id_36655,46.0,retired,married,primary,no,1588.0,no,no,cellular,31,jul,207.0,4.0,0,0,Adult,False,False,7,Q3,UnSubscribed
11438,id_31890,36.0,technician,single,secondary,no,72.0,yes,no,cellular,31,jul,108.0,5.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11440,id_8935,32.0,management,married,tertiary,no,4.0,yes,no,cellular,8,jul,1111.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
11444,id_34707,29.0,admin.,married,secondary,no,792.0,yes,yes,cellular,10,jul,270.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
7133,id_28224,38.0,services,divorced,secondary,no,53.0,no,yes,cellular,18,jul,180.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11446,id_32259,33.0,unemployed,married,secondary,no,61.0,no,yes,cellular,30,jul,183.0,8.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
3714,id_27663,54.0,unemployed,married,secondary,no,-242.0,no,yes,cellular,8,jul,315.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11451,id_26591,42.0,blue-collar,divorced,primary,no,217.0,yes,no,cellular,7,jul,430.0,3.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11466,id_17118,56.0,unemployed,married,secondary,no,607.0,yes,no,telephone,29,jul,227.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
25371,id_34930,30.0,management,divorced,secondary,no,-80.0,no,yes,cellular,14,jul,1287.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
11457,id_34094,57.0,management,married,secondary,no,165.0,no,yes,cellular,8,jul,162.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
25184,id_13560,43.0,entrepreneur,married,secondary,no,-4.0,no,yes,cellular,18,jul,106.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
7129,id_40394,33.0,management,single,tertiary,no,29.0,no,yes,cellular,22,jul,248.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
6933,id_21634,56.0,management,single,secondary,no,1503.0,yes,no,cellular,30,jul,102.0,3.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11460,id_12673,41.0,blue-collar,married,secondary,no,5519.0,yes,no,cellular,10,jul,576.0,1.0,0,1,Adult,True,True,7,Q3,Subscribed
28280,id_35274,44.0,management,divorced,tertiary,no,95.0,yes,no,cellular,31,jul,17.0,19.0,0,0,Adult,True,False,7,Q3,UnSubscribed
21271,id_15614,50.0,management,married,tertiary,no,294.0,yes,no,telephone,23,jul,367.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11456,id_5754,55.0,retired,married,secondary,no,4190.0,no,yes,telephone,30,jul,214.0,3.0,0,0,Adult,True,False,7,Q3,UnSubscribed
7115,id_21081,42.0,management,divorced,tertiary,no,111.0,yes,no,cellular,17,jul,134.0,17.0,0,0,Adult,True,False,7,Q3,UnSubscribed
7167,id_27338,52.0,blue-collar,married,primary,no,619.0,yes,yes,cellular,29,jul,107.0,10.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11368,id_22267,44.0,management,married,tertiary,no,1216.0,yes,no,telephone,28,jul,154.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
3852,id_27993,34.0,blue-collar,married,primary,no,84.0,no,yes,telephone,8,jul,335.0,4.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
21420,id_4412,31.0,admin.,single,secondary,no,1410.0,no,no,cellular,2,jul,127.0,1.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
11314,id_24669,27.0,blue-collar,married,secondary,no,2.0,no,yes,cellular,9,jul,340.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
3849,id_1792,50.0,services,married,primary,no,-166.0,no,yes,cellular,28,jul,85.0,4.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11318,id_24240,23.0,blue-collar,married,secondary,no,2307.0,yes,no,cellular,31,jul,94.0,5.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
25415,id_36210,30.0,services,married,secondary,no,202.0,no,no,cellular,9,jul,339.0,1.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
7216,id_20825,37.0,housemaid,married,unknown,no,-5.0,no,no,telephone,30,jul,176.0,4.0,0,0,Adult,False,False,7,Q3,UnSubscribed
28159,id_43568,56.0,management,married,tertiary,no,1368.0,no,yes,cellular,15,jul,818.0,3.0,0,1,Adult,True,True,7,Q3,Subscribed
7210,id_1846,47.0,housemaid,divorced,primary,no,2081.0,yes,no,cellular,18,jul,1063.0,2.0,0,1,Adult,True,True,7,Q3,Subscribed
28169,id_8906,35.0,technician,single,secondary,no,964.0,no,no,cellular,9,jul,122.0,9.0,4,0,Adult,False,False,7,Q3,UnSubscribed
28170,id_31137,30.0,admin.,married,secondary,no,86.0,no,no,telephone,10,jul,532.0,3.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
6892,id_31025,26.0,blue-collar,single,secondary,no,111.0,no,no,cellular,22,jul,58.0,17.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
21407,id_22961,49.0,management,married,tertiary,no,389.0,yes,yes,cellular,21,jul,408.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
25124,id_24066,37.0,technician,single,tertiary,no,1535.0,no,no,telephone,15,jul,556.0,6.0,0,0,Adult,False,False,7,Q3,UnSubscribed
21403,id_42159,39.0,management,married,primary,no,-91.0,no,no,telephone,14,jul,727.0,3.0,0,0,Adult,False,False,7,Q3,UnSubscribed
3834,id_34349,40.0,technician,married,secondary,no,978.0,no,no,cellular,29,jul,74.0,2.0,0,0,Adult,False,False,7,Q3,UnSubscribed
11319,id_36984,52.0,admin.,married,secondary,no,1112.0,no,yes,cellular,8,jul,91.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
25409,id_28884,33.0,management,married,tertiary,no,278.0,yes,no,cellular,24,jul,374.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
25115,id_7106,23.0,blue-collar,single,secondary,no,1242.0,no,yes,cellular,10,jul,1356.0,7.0,0,1,Young Adult,True,True,7,Q3,Subscribed
7222,id_28890,48.0,blue-collar,divorced,secondary,no,104.0,no,no,cellular,9,jul,76.0,1.0,0,0,Adult,False,False,7,Q3,UnSubscribed
25419,id_35038,28.0,technician,married,tertiary,no,1336.0,yes,yes,cellular,10,jul,97.0,6.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
11287,id_36771,59.0,technician,married,tertiary,no,-1.0,no,no,cellular,18,jul,278.0,5.0,0,0,Adult,False,False,7,Q3,UnSubscribed
21441,id_3040,42.0,admin.,married,secondary,no,1101.0,yes,yes,cellular,9,jul,188.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11289,id_33670,32.0,blue-collar,married,primary,no,375.0,yes,no,cellular,8,jul,228.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
11292,id_9335,40.0,housemaid,married,primary,no,386.0,no,yes,cellular,15,jul,73.0,3.0,0,0,Adult,True,False,7,Q3,UnSubscribed
28147,id_1114,45.0,blue-collar,married,primary,no,2469.0,no,no,telephone,21,jul,0.0,1.0,0,0,Adult,False,False,7,Q3,UnSubscribed
7226,id_28078,49.0,technician,single,secondary,no,473.0,no,yes,cellular,9,jul,331.0,1.0,0,0,Adult,True,False,7,Q3,UnSubscribed
28158,id_16589,50.0,admin.,single,secondary,no,292.0,no,no,unknown,23,jul,133.0,1.0,0,0,Adult,False,False,7,Q3,UnSubscribed
3859,id_38251,59.0,blue-collar,married,secondary,no,70.0,no,no,cellular,8,jul,156.0,8.0,0,0,Adult,False,False,7,Q3,UnSubscribed
3858,id_11771,56.0,management,divorced,tertiary,no,-4.0,no,no,telephone,10,jul,216.0,7.0,0,0,Adult,False,False,7,Q3,UnSubscribed
28151,id_29739,42.0,management,married,secondary,no,-665.0,no,no,cellular,30,jul,360.0,3.0,0,0,Adult,False,False,7,Q3,UnSubscribed
11301,id_13852,26.0,admin.,single,secondary,no,179.0,no,yes,cellular,17,jul,121.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
28155,id_1772,32.0,services,single,secondary,no,2253.0,yes,yes,cellular,17,jul,124.0,0.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
11303,id_2981,61.0,housemaid,divorced,secondary,no,126.0,no,no,cellular,15,jul,113.0,1.0,0,0,Senior,False,False,7,Q3,UnSubscribed
28156,id_34733,50.0,technician,divorced,secondary,no,2153.0,yes,no,cellular,23,jul,678.0,4.0,0,0,Adult,True,False,7,Q3,UnSubscribed
21426,id_29449,42.0,admin.,single,secondary,no,99.0,yes,no,telephone,24,jul,134.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
25113,id_21066,55.0,services,divorced,secondary,no,15.0,no,yes,cellular,22,jul,432.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
11369,id_13696,51.0,blue-collar,single,secondary,no,-191.0,yes,no,cellular,11,jul,74.0,2.0,0,0,Adult,True,False,7,Q3,UnSubscribed
7199,id_21095,28.0,admin.,single,secondary,no,733.0,yes,no,cellular,18,jul,385.0,1.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
3828,id_30207,54.0,management,divorced,tertiary,no,5.0,no,no,unknown,1,jul,45.0,1.0,0,0,Adult,False,False,7,Q3,UnSubscribed
7185,id_38511,32.0,self-employed,married,tertiary,no,982.0,no,no,cellular,25,jul,170.0,3.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
25141,id_23406,46.0,technician,married,secondary,no,-142.0,yes,yes,cellular,23,jul,66.0,4.0,0,0,Adult,True,False,7,Q3,UnSubscribed
21371,id_27565,31.0,technician,married,tertiary,no,232.0,yes,no,cellular,31,jul,64.0,2.0,0,0,Young Adult,True,False,7,Q3,UnSubscribed
11343,id_10751,33.0,technician,married,secondary,no,-259.0,no,no,cellular,8,jul,8.0,26.0,0,0,Young Adult,False,False,7,Q3,UnSubscribed
